anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL,Release_season,Tags,Release_year,End_year,Content_Warning,Related_Mange,Related_anime,Voice_actors,staff
5114,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,9.1,"Action, Adventure, Drama, Fantasy","After a horrific alchemy experiment goes wrong in the Elric household, brothers Edward and Alphonse are left in a catastrophic new reality. Ignoring the alchemical principle banning human transmutation, the boys attempted to bring their recently deceased mother back to life. Instead, they suffered brutal personal loss: Alphonse's body disintegrated while Edward lost a leg and then sacrificed an arm to keep Alphonse's soul in the physical realm by binding it to a hulking suit of armor.

The brothers are rescued by their neighbor Pinako Rockbell and her granddaughter Winry. Known as a bio-mechanical engineering prodigy, Winry creates prosthetic limbs for Edward by utilizing ""automail,"" a tough, versatile metal used in robots and combat armor. After years of training, the Elric brothers set off on a quest to restore their bodies by locating the Philosopher's Stone—a powerful gem that allows an alchemist to defy the traditional laws of Equivalent Exchange.

As Edward becomes an infamous alchemist and gains the nickname ""Fullmetal,"" the boys' journey embroils them in a growing conspiracy that threatens the fate of the world.",TV,64.0,"Apr 5, 2009 to Jul 4, 2010",spring 2009,Finished Airing,"Aniplex, Square Enix, Mainichi Broadcasting System, Studio Moriken","Funimation, Aniplex of America",Bones,Manga,24 min per ep,R - 17+ (violence & profanity),1.0,3,217606,2020030.0,3176556,https://cdn.myanimelist.net/images/anime/1208/94745.jpg,Spring,"Action, Adventure, Drama, Fantasy, Mystery, Shounen, Conspiracy, Death of a Loved One, Military, Siblings, Based on a Manga, Animal Abuse,, Mature Themes,, Violence,, Domestic Abuse",2009.0,2010.0,"Animal Abuse,, Mature Themes,, Violence,, Domestic Abuse","Fullmetal Alchemist, Fullmetal Alchemist (Light Novel), Fullmetal Alchemist Gaiden, Fullmetal Alchemist: The Prototype, Fullmetal Alchemist: The Complete Four-Panel Comics","Fullmetal Alchemist: Brotherhood Specials, Fullmetal Alchemist: Brotherhood: 4-Koma Theater, Fullmetal Alchemist: The Sacred Star of Milos","Alphonse Elric : Rie Kugimiya, Edward Elric : Romi Park, Alex Louis Armstrong : Kenji Utsumi, Barry The Chopper : Hideyuki Umezu, Buccaneer : Ryuzaburo Otomo, Darius : Masuo Amada, Envy : Minami Takayama, Father : Iemasa Kayumi, Hiromu Arakawa
Original Creator, Yasuhiro Irie
Director, Akira Senju
Music, Hiroki Kanno
2Nd Key Animator & Animation Director & Assistant Animation Director & Character Design & Key Animator, Hiroo Maruyama
Producer, Ryou Ooyama
Producer, Nobuyuki Kurashige
Producer, Noritomo Yonai
Producer","Hiromu Arakawa : Original Creator, Yasuhiro Irie : Director, Akira Senju : Music, Hiroki Kanno : 2Nd Key Animator & Animation Director & Assistant Animation Director & Character Design & Key Animator, Hiroo Maruyama : Producer, Ryou Ooyama : Producer, Nobuyuki Kurashige : Producer, Noritomo Yonai : Producer"
9253,Steins;Gate,Steins;Gate,STEINS;GATE,9.07,"Drama, Sci-Fi, Suspense","Eccentric scientist Rintarou Okabe has a never-ending thirst for scientific exploration. Together with his ditzy but well-meaning friend Mayuri Shiina and his roommate Itaru Hashida, Rintarou founds the Future Gadget Laboratory in the hopes of creating technological innovations that baffle the human psyche. Despite claims of grandeur, the only notable ""gadget"" the trio have created is a microwave that has the mystifying power to turn bananas into green goo.

However, when Rintarou decides to attend neuroscientist Kurisu Makise's conference on time travel, he experiences a series of strange events that lead him to believe that there is more to the ""Phone Microwave"" gadget than meets the eye. Apparently able to send text messages into the past using the microwave, Rintarou dabbles further with the ""time machine,"" attracting the ire and attention of the mysterious organization SERN.

Due to the novel discovery, Rintarou and his friends find themselves in an ever-present danger. As he works to mitigate the damage his invention has caused to the timeline, he is not only fighting a battle to save his loved ones, but also one against his degrading sanity.",TV,24.0,"Apr 6, 2011 to Sep 14, 2011",spring 2011,Finished Airing,"Frontier Works, Media Factory, Kadokawa Shoten, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus",Funimation,White Fox,Visual novel,24 min per ep,PG-13 - Teens 13 or older,3.0,13,182964,1336233.0,2440369,https://cdn.myanimelist.net/images/anime/1935/127974.jpg,Spring,"Sci Fi, Conspiracy, LGBT Themes, Psychological, Thriller, Time Travel, Based on a Visual Novel, Mature Themes,, Suicide",2011.0,,"Mature Themes,, Suicide","Steins;Gate, Steins;Gate: Boukan no Rebellion, Steins;Gate: Onshuu no Brownian Motion, Magi-Cu 4-koma: Steins;Gate - Sekaisen Hendouritsu x. 091015%, Steins;Gate: Youen no Valhalla (Light Novel), Steins;Gate: Comic Anthology, Steins;Gate: Enkan Rensa no Ouroboros (Light Novel), Steins;Gate: Hiyoku Renri no Sweets Honey, Steins;Gate: Shijou Saikyou no Slight Fever, Steins;Gate!, Steins;Gate: Comic Anthology: Time Traveler's Tale, Steins;Gate: Chouyoku no Divergence - Reverse (Light Novel), Steins;Gate: Hoshikuzu no Duplet, Robotics;Notes, Steins;Gate: Aishin Meizu no Babel, Steins;Gate: Heni Kuukan no Octet, Steins;Gate: Hiyoku Renri no Future Honey, Steins;Gate: Heiji Kyokusen no Epigraph (Novel), Steins;Gate: Heiji Kyokusen no Epigraph, Steins;Gate Movie: Load Region of Deja Vu, Steins;Gate: Eigoukaiki no Pandora, Steins;Gate 0 Dengeki Comic Anthology, Steins;Gate 0","Steins;Gate: Egoistic Poriomania, Steins;Gate Movie: Load Region of Deja Vu, Steins;Gate: Soumei Eichi no Cognitive Computing, Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero, Steins;Gate 0","Itaru Hashida : Tomokazu Seki, Kurisu Makise : Asami Imai, Mayuri Shiina : Kana Hanazawa, Rintaro Okabe : Mamoru Miyano, Faris Nyannyan : Haruko Momoi, Moeka Kiryuu : Saori Gotou, Ruka Urushibara : Yuu Kobayashi, Suzuha Amane : Yukari Tamura, Hiroshi Hamasaki
Director, Takuya Satou
Director, Jun Murakami
Music, Takeshi Abo
Music, Kyuuta Sakai
Character Design, Keisuke Nakamura
Photography Director, Shinsaku Tanaka
Producer, Gaku Iwasa
Producer","Hiroshi Hamasaki : Director, Takuya Satou : Director, Jun Murakami : Music, Takeshi Abo : Music, Kyuuta Sakai : Character Design, Keisuke Nakamura : Photography Director, Shinsaku Tanaka : Producer, Gaku Iwasa : Producer"
41467,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,BLEACH 千年血戦篇,9.07,"Action, Adventure, Fantasy","Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival.

Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an ancient Quincy king. Yhwach seeks to reignite the historic blood feud between Soul Reaper and Quincy, and he sets his sights on erasing both the human world and the Soul Society for good.

Yhwach launches a two-pronged invasion into both the Soul Society and Hueco Mundo, the home of Hollows and Arrancar. In retaliation, Ichigo and his friends must fight alongside old allies and enemies alike to end Yhwach's campaign of carnage before the world itself comes to an end.",TV,13.0,"Oct 11, 2022 to Dec 27, 2022",fall 2022,Finished Airing,"TV Tokyo, Aniplex, Dentsu, Shueisha",VIZ Media,Pierrot,Manga,24 min per ep,R - 17+ (violence & profanity),2.0,464,17999,213872.0,445198,https://cdn.myanimelist.net/images/anime/1908/135431.jpg,Fall ,"Action, Comedy, Drama, Shounen, Afterlife, Ghosts, Shinigami, Supernatural, War, Based on a Manga",2022.0,,,Bleach,Bleach,"Ichigo Kurosaki, Renji Abarai, Rukia Kuchiki, Uryu Ishida, Byakuya Kuchiki, Kenpachi Zaraki, Mayuri Kurotsuchi, Toshiro Hitsugaya, Tite Kubo
Original Creator, Tomohisa Taguchi
Director, Shirou Sagisu
Music, Masashi Kudou
Character Design","Tite Kubo : Original Creator, Tomohisa Taguchi : Director, Shirou Sagisu : Music, Masashi Kudou : Character Design"
28977,Gintama°,Gintama Season 4,銀魂°,9.06,"Action, Comedy, Sci-Fi","Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko?

Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team.

Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet.",TV,51.0,"Apr 8, 2015 to Mar 30, 2016",spring 2015,Finished Airing,"TV Tokyo, Aniplex, Dentsu","Funimation, Crunchyroll",Bandai Namco Pictures,Manga,24 min per ep,PG-13 - Teens 13 or older,4.0,331,15947,237957.0,595767,https://cdn.myanimelist.net/images/anime/3/72078.jpg,Spring,"Action, Comedy, Drama, Sci Fi, Shounen, Aliens, Breaking the Fourth Wall, Crude, Feudal Japan, Gag, Parody, Samurai, Slapstick, Swordplay, Based on a Manga",2015.0,2016.0,,"Gintama, 3-Z Class's Ginpachi-sensei (Light Novel), Gintama Kanketsu-hen: Yorozuya yo Eien Nare (Light Novel)","Gintama, Gintama', Gintama': Enchousen, Gintama: Jump Festa 2015, Gintama: Aizome Kaori-hen, Gintama., Gintama: Porori-hen, Gintama.: Shirogane no Tamashii-hen, Gintama.: Shirogane no Tamashii-hen 2, Gintama: The Very Final","Gintoki Sakata : Haruka Tomatsu, Kagura : Rie Kugimiya, Shinpachi Shimura : Daisuke Sakaguchi, Elizabeth, Isao Kondo : Susumu Chiba, Kamui : Satoshi Hino, Kotarou Katsura : Yuki Kaida, Kyuubei Yagyuu : Fumiko Orikasa, Hideaki Sorachi
Original Creator, Chizuru Miyawaki
Director, Audio Highs
Music, Shinji Takeuchi
Character Design, Tomoyuki Saitou
Producer, Susumu Matsuyama
Producer, Susumu Miura
Producer, Masaki Hinata
Animation Director","Hideaki Sorachi : Original Creator, Chizuru Miyawaki : Director, Audio Highs : Music, Shinji Takeuchi : Character Design, Tomoyuki Saitou : Producer, Susumu Matsuyama : Producer, Susumu Miura : Producer, Masaki Hinata : Animation Director"
38524,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,進撃の巨人 Season3 Part.2,9.05,"Action, Drama","Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them. 

Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement.",TV,10.0,"Apr 29, 2019 to Jul 1, 2019",spring 2019,Finished Airing,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,23 min per ep,R - 17+ (violence & profanity),6.0,24,55245,1471825.0,2104016,https://cdn.myanimelist.net/images/anime/1517/100633.jpg,,,,,,,,,
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War - Ultra Romantic,かぐや様は告らせたい-ウルトラロマンティック-,9.05,"Comedy, Romance","The elite members of Shuchiin Academy's student council continue their competitive day-to-day antics. Council president Miyuki Shirogane clashes daily against vice-president Kaguya Shinomiya, each fighting tooth and nail to trick the other into confessing their romantic love. Kaguya struggles within the strict confines of her wealthy, uptight family, rebelling against her cold default demeanor as she warms to Shirogane and the rest of her friends.

Meanwhile, council treasurer Yuu Ishigami suffers under the weight of his hopeless crush on Tsubame Koyasu, a popular upperclassman who helps to instill a new confidence in him. Miko Iino, the newest student council member, grows closer to the rule-breaking Ishigami while striving to overcome her own authoritarian moral code.

As love further blooms at Shuchiin Academy, the student council officers drag their outsider friends into increasingly comedic conflicts.",TV,13.0,"Apr 9, 2022 to Jun 25, 2022",spring 2022,Finished Airing,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications",Aniplex of America,A-1 Pictures,Manga,23 min per ep,PG-13 - Teens 13 or older,5.0,198,29118,451187.0,820642,https://cdn.myanimelist.net/images/anime/1160/122627.jpg,,,,,,,,,
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,Attack on Titan: The Final Season - Final Chapters,進撃の巨人 The Final Season完結編,9.05,"Action, Drama, Suspense","In the wake of Eren Yeager's cataclysmic actions, his friends and former enemies form an alliance against his genocidal rampage. Though once bitter foes, Armin Arlert, Mikasa Ackerman, and the remaining members of the Scout Regiment join forces with Reiner Braun and the survivors of the Marleyan military. Their meager united front sets out on a mission to stop Eren's wrath and—if possible—save their old comrade in the process.

As Eren pushes forward at any cost, he battles his own internal turmoil. Although he feels immense remorse over his horrific invasion, Eren believes he harbors noble intentions: he believes the path ahead is the only way to save his friends and, to a greater extent, his people.

The opposing battalions spiral toward an inevitable final clash that may claim the lives of millions. Though they face an army of monsters beyond anything they could have previously imagined, Mikasa, Armin, and their allies stand brave in the face of certain doom.",Special,2.0,"Mar 4, 2023 to 2023",UNKNOWN,Currently Airing,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprise",UNKNOWN,MAPPA,Manga,1 hr 1 min per ep,R - 17+ (violence & profanity),7.0,479,9078,155773.0,435672,https://cdn.myanimelist.net/images/anime/1279/131078.jpg,,,,,,,,,
11061,Hunter x Hunter (2011),Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,9.04,"Action, Adventure, Fantasy","Hunters devote themselves to accomplishing hazardous tasks, all from traversing the world's uncharted territories to locating rare items and monsters. Before becoming a Hunter, one must pass the Hunter Examination—a high-risk selection process in which most applicants end up handicapped or worse, deceased.

Ambitious participants who challenge the notorious exam carry their own reason. What drives 12-year-old Gon Freecss is finding Ging, his father and a Hunter himself. Believing that he will meet his father by becoming a Hunter, Gon takes the first step to walk the same path.

During the Hunter Examination, Gon befriends the medical student Leorio Paladiknight, the vindictive Kurapika, and ex-assassin Killua Zoldyck. While their motives vastly differ from each other, they band together for a common goal and begin to venture into a perilous world.",TV,148.0,"Oct 2, 2011 to Sep 24, 2014",fall 2011,Finished Airing,"VAP, Nippon Television Network, Shueisha",VIZ Media,Madhouse,Manga,23 min per ep,PG-13 - Teens 13 or older,10.0,10,200265,1651790.0,2656870,https://cdn.myanimelist.net/images/anime/1337/99013.jpg,Fall ,"Action, Adventure, Drama, Fantasy, Shounen, Monsters, Superpowers, Based on a Manga, Violence",2011.0,2014.0,Violence,"Hunter x Hunter, Hunter x Hunter: Kurapika Tsuioku-hen","Hunter x Hunter: Jump Super Anime Tour 1998, Hunter x Hunter, Hunter x Hunter OVA, Hunter x Hunter OVA 2: Greed Island, Hunter x Hunter OVA 3: Greed Island Final, Fear, and Loathing in Las Vegas: Just Awake, Hunter x Hunter: Phantom Rouge, Hunter x Hunter: The Last Mission","Gon Freecss : Megumi Han, Killua Zoldyck : Mariya Ise, Biscuit Krueger : Chisa Yokoyama, Chrollo Lucilfer : Mamoru Miyano, Hisoka Morow : Daisuke Namikawa, Ikalgo : Kenyuu Horiuchi, Illumi Zoldyck : Masaya Matsukaze, Knuckle Bine : Wataru Takagi, Yoshihiro Togashi
Original Creator, Hiroshi Koujina
Director, Yoshihisa Hirano
Music, Takahiro Yoshimatsu
Character Design, Manabu Tamura
Producer, Toshio Nakatani
Producer, Naoki Iwasa
Producer, Hiroyuki Kiyouno
Producer","Yoshihiro Togashi : Original Creator, Hiroshi Koujina : Director, Yoshihisa Hirano : Music, Takahiro Yoshimatsu : Character Design, Manabu Tamura : Producer, Toshio Nakatani : Producer, Naoki Iwasa : Producer, Hiroyuki Kiyouno : Producer"
9969,Gintama',Gintama Season 2,銀魂',9.04,"Action, Comedy, Sci-Fi","After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child.

Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it.

With even more dirty jokes, tongue-in-cheek parodies, and shameless references, Gintama' follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo.",TV,51.0,"Apr 4, 2011 to Mar 26, 2012",spring 2011,Finished Airing,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Studio Jack, Shueisha",UNKNOWN,Sunrise,Manga,24 min per ep,PG-13 - Teens 13 or older,8.0,386,7765,226175.0,525688,https://cdn.myanimelist.net/images/anime/4/50361.jpg,Spring,"Action, Comedy, Drama, Sci Fi, Shounen, Aliens, Breaking the Fourth Wall, Crude, Feudal Japan, Gag, Parody, Samurai, Slapstick, Swordplay, Based on a Manga",2011.0,2012.0,,"Gintama, 3-Z Class's Ginpachi-sensei (Light Novel), Gintama Kanketsu-hen: Yorozuya yo Eien Nare (Light Novel)","Gintama, Gintama: Yorinuki Gintama-san on Theater 2D, Gintama': Enchousen, Gintama°, Gintama., Gintama.: Shirogane no Tamashii-hen, Gintama.: Shirogane no Tamashii-hen 2, Gintama: The Very Final","Gintoki Sakata : Tomokazu Sugita, Kagura : Rie Kugimiya, Shinpachi Shimura : Daisuke Sakaguchi, Ayumu Tojo : Kouji Yusa, Catherine : Yuu Sugimoto, Elizabeth : Tooru Furuya, Isao Kondo : Susumu Chiba, Kotarou Katsura : Akira Ishida, Hideaki Sorachi
Original Creator, Youichi Fujita
Director, Audio Highs
Music, Shinji Takeuchi
Character Design, Fukashi Azuma
Producer, Naoki Sasada
Producer, Shinjirou Yokoyama
Producer, Shinnosuke Wada
Producer","Hideaki Sorachi : Original Creator, Youichi Fujita : Director, Audio Highs : Music, Shinji Takeuchi : Character Design, Fukashi Azuma : Producer, Naoki Sasada : Producer, Shinjirou Yokoyama : Producer, Shinnosuke Wada : Producer"
39486,Gintama: The Final,Gintama: The Very Final,銀魂 THE FINAL,9.04,"Action, Comedy, Drama, Sci-Fi","Two years have passed following the Tendoshuu's invasion of the O-Edo Central Terminal. Since then, the Yorozuya have gone their separate ways. Foreseeing Utsuro's return, Gintoki Sakata begins surveying Earth's ley lines for traces of the other man's Altana. After an encounter with the remnants of the Tendoshuu—who continue to press on in search of immortality—Gintoki returns to Edo.

Later, the regrouped Shinsengumi and Yorozuya begin an attack on the occupied Central Terminal. With the Altana harvested by the wreckage of the Tendoshuu's ship in danger of detonating, the Yorozuya and their allies fight their enemies while the safety of Edo—and the rest of the world—hangs in the balance. Fulfilling the wishes of their teacher, Shouyou Yoshida's former students unite and relive their pasts one final time in an attempt to save their futures.",Movie,1.0,"Jan 8, 2021",UNKNOWN,Finished Airing,"TV Tokyo, Warner Bros. Japan",Eleven Arts,Bandai Namco Pictures,Manga,1 hr 44 min,PG-13 - Teens 13 or older,9.0,1564,4051,63628.0,132955,https://cdn.myanimelist.net/images/anime/1245/116760.jpg,,,,,,,,,
15417,Gintama': Enchousen,Gintama: Enchousen,銀魂' 延長戦,9.03,"Action, Comedy, Sci-Fi","While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character?

In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the district is no longer in chains beneath the earth's surface, the trio soon learn of the tragic backstories of Yoshiwara's inhabitants that still haunt them. With flashback after flashback, this quest has Yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls.",TV,13.0,"Oct 4, 2012 to Mar 28, 2013",fall 2012,Finished Airing,"TV Tokyo, Aniplex, Dentsu, Shueisha, Miracle Bus",UNKNOWN,Sunrise,Manga,24 min per ep,PG-13 - Teens 13 or older,11.0,715,2967,157644.0,309261,https://cdn.myanimelist.net/images/anime/1452/123686.jpg,Fall ,"Action, Comedy, Drama, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Gag, Parody, Samurai, Slapstick, Swordplay, Based on a Manga",2012.0,2013.0,,"Gintama, 3-Z Class's Ginpachi-sensei (Light Novel), Gintama Kanketsu-hen: Yorozuya yo Eien Nare (Light Novel)","Gintama, Gintama', Gintama Kanketsu-hen: Yorozuya yo Eien Nare, Gintama: Jump Festa 2014, Gintama°, Gintama., Gintama: Porori-hen, Gintama.: Shirogane no Tamashii-hen, Gintama.: Shirogane no Tamashii-hen 2, Gintama: The Very Final","Gintoki Sakata : Tomokazu Sugita, Kagura : Rie Kugimiya, Shinpachi Shimura : Daisuke Sakaguchi, Catherine : Yuu Sugimoto, Elizabeth : Shinji Takamatsu, Isao Kondo : Susumu Chiba, Kotarou Katsura : Akira Ishida, Kyuubei Yagyuu : Fumiko Orikasa, Hideaki Sorachi
Original Creator, Youichi Fujita
Director, Audio Highs
Music, Shinji Takeuchi
Character Design, Shinnosuke Wada
Producer, Hiromitsu Higuchi
Producer, Hayato Saga
Producer, Eiji Fukuyama
Key Animator","Hideaki Sorachi : Original Creator, Youichi Fujita : Director, Audio Highs : Music, Shinji Takeuchi : Character Design, Shinnosuke Wada : Producer, Hiromitsu Higuchi : Producer, Hayato Saga : Producer, Eiji Fukuyama : Key Animator"
820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,銀河英雄伝説,9.02,"Drama, Sci-Fi","The 150-year-long stalemate between the two interstellar superpowers, the Galactic Empire and the Free Planets Alliance, comes to an end when a new generation of leaders arises: the idealistic military genius Reinhard von Lohengramm, and the FPA's reserved historian, Yang Wenli.

While Reinhard climbs the ranks of the Empire with the aid of his childhood friend, Siegfried Kircheis, he must fight not only the war, but also the remnants of the crumbling Goldenbaum Dynasty in order to free his sister from the Kaiser and unify humanity under one genuine ruler. Meanwhile, on the other side of the galaxy, Yang—a strong supporter of democratic ideals—has to stand firm in his beliefs, despite the struggles of the FPA, and show his pupil, Julian Mintz, that autocracy is not the solution.

As ideologies clash amidst the war's many casualties, the two strategic masterminds must ask themselves what the real reason behind their battle is.",OVA,110.0,"Jan 8, 1988 to Mar 17, 1997",UNKNOWN,Finished Airing,"TV Tokyo, Kitty Films, Tokuma Shoten, Tokuma Japan Communications, Wright Staff",Sentai Filmworks,"K-Factory, Kitty Film Mitaka Studio",Novel,26 min per ep,R - 17+ (violence & profanity),12.0,728,15642,75590.0,305491,https://cdn.myanimelist.net/images/anime/13/13225.jpg,,,,,,,,,
42938,Fruits Basket: The Final,Fruits Basket: The Final Season,フルーツバスケット The Final,9.0,"Drama, Romance, Supernatural","Hundreds of years ago, the Chinese Zodiac spirits and their god swore to stay together eternally. United by this promise, the possessed members of the Souma family shall always return to each other under any circumstances. Yet, when these bonds shackle them from freedom, it becomes an undesirable burden—a curse. As head of the clan, Akito is convinced that he shares a special connection with the other Soumas. While he desperately clings to this fantasy, the rest of the family remains isolated and suppressed by the fear of punishment.

Tooru Honda, who has grown attached to the Soumas, is determined to break the chains that bind them. Her companionship with the family and her friends encourages her to move forward with lifting the curse. However, due to confounding revelations, she struggles to find the tenacity to continue her endeavors. With time slowly withering away, Tooru contends with an uncertain future in hopes of reaching the tranquility that may lie beyond all this commotion.",TV,13.0,"Apr 6, 2021 to Jun 29, 2021",spring 2021,Finished Airing,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",Funimation,TMS Entertainment,Manga,23 min per ep,PG-13 - Teens 13 or older,13.0,491,18892,211379.0,430967,https://cdn.myanimelist.net/images/anime/1085/114792.jpg,,,,,,,,,
34096,Gintama.,Gintama Season 5,銀魂。,8.98,"Action, Comedy, Sci-Fi","After joining the resistance against the bakufu, Gintoki and the gang are in hiding, along with Katsura and his Joui rebels. The Yorozuya is soon approached by Nobume Imai and two members of the Kiheitai, who explain that the Harusame pirates have turned against 7th Division Captain Kamui and their former ally Takasugi. The Kiheitai present Gintoki with a job: find Takasugi, who has been missing since his ship was ambushed in a Harusame raid. Nobume also makes a stunning revelation regarding the Tendoushuu, a secret organization pulling the strings of numerous factions, and their leader Utsuro, the shadowy figure with an uncanny resemblance to Gintoki's former teacher.

Hitching a ride on Sakamoto's space ship, the Yorozuya and Katsura set out for Rakuyou, Kagura's home planet, where the various factions have gathered and tensions are brewing. Long-held grudges, political infighting, and the Tendoushuu's sinister overarching plan finally culminate into a massive, decisive battle on Rakuyou.",TV,12.0,"Jan 9, 2017 to Mar 27, 2017",winter 2017,Finished Airing,"TV Tokyo, Aniplex, Dentsu, Shueisha",UNKNOWN,Bandai Namco Pictures,Manga,24 min per ep,PG-13 - Teens 13 or older,15.0,746,2644,138275.0,297857,https://cdn.myanimelist.net/images/anime/3/83528.jpg,Winter,"Action, Comedy, Drama, Sci Fi, Shounen, Aliens, Crude, Feudal Japan, Gag, Samurai, Slapstick, Swordplay, Based on a Manga",2017.0,,,"Gintama, 3-Z Class's Ginpachi-sensei (Light Novel), Gintama Kanketsu-hen: Yorozuya yo Eien Nare (Light Novel)","Gintama, Gintama', Gintama': Enchousen, Gintama°, Gintama: Porori-hen, Gintama.: Shirogane no Tamashii-hen, Gintama.: Shirogane no Tamashii-hen 2, Gintama: The Very Final","Gintoki Sakata : Tomokazu Sugita, Kagura : Rie Kugimiya, Kamui : Satoshi Hino, Shinpachi Shimura : Daisuke Sakaguchi, Umibouzu : Shou Hayami, Kotarou Katsura : Akira Ishida, Kouka : Rie Kugimiya, Oboro : Kazuhiko Inoue, Hideaki Sorachi
Original Creator, Chizuru Miyawaki
Director, Audio Highs
Music, Shinji Takeuchi
Character Design, Susumu Matsuyama
Producer, Hiromitsu Higuchi
Producer","Hideaki Sorachi : Original Creator, Chizuru Miyawaki : Director, Audio Highs : Music, Shinji Takeuchi : Character Design, Susumu Matsuyama : Producer, Hiromitsu Higuchi : Producer"
